125.513557,179.836151
123.646736,164.133102
125.076172,168.165009
119.643517,142.824142
123.409561,158.206100
123.720245,149.566757
125.139771,127.425125
86.244339,121.129524
125.420181,110.946320
125.254738,102.430267
125.239861,68.544006
125.737015,182.591522
126.131355,184.428284
126.559433,184.866867
126.916748,186.495071
126.929092,189.282150
127.054146,192.617813
127.373604,195.919373
128.214798,199.728546
124.028923,166.635666
120.001373,165.100296
68.566338,93.788544
103.412872,127.621994
97.801849,127.958405
92.369888,127.457169
84.926544,122.919258
107.820663,126.395805
94.070816,111.974487
100.485634,112.759476
88.365868,112.537369
84.842331,114.299080
81.397743,126.708694
109.978722,205.601089
84.148277,119.099991
69.202538,120.120071
75.889389,121.654305
99.257881,153.513062
118.859108,178.469467
120.434143,183.890869
112.583778,179.064148
109.048027,180.120316
115.896957,183.312851
112.566116,182.984116
104.264450,187.251465
119.291519,163.718307
118.341713,158.006058
76.202766,107.423386
109.897209,138.706589
108.456161,159.283325
108.388557,155.625839
83.766663,151.284180
118.864113,149.955948
87.886353,102.882339
80.588501,103.881775
71.813522,84.065903
112.834442,109.639122
105.979874,115.053741
99.970184,181.579773
82.675674,170.704681
112.555710,162.592926
117.054321,164.796722
105.268929,181.785309
107.761627,181.878830
77.544754,99.214935
108.866364,161.163116
98.315544,104.432640
97.025169,99.143791
91.694641,71.568169
74.663712,91.591751
94.830017,85.201645
73.241104,103.965118
70.847313,99.295273
119.487740,181.678757
114.341110,181.748260
110.737061,181.711090
114.068436,163.558533
106.539299,181.913391
108.697418,183.939438
108.393059,181.640564
114.462059,161.957275
113.931908,182.496841
117.385139,183.372070
121.564346,184.315643
121.026291,199.335587
120.549667,195.064819
120.511421,191.639252
120.882881,188.379120
121.446548,186.012451
113.323730,183.922012
112.444794,184.743530
111.297699,186.318100
110.485291,188.233124
104.480583,174.054047
74.474838,142.638382
124.510597,167.161362
111.115005,183.094879
109.951782,183.370499
118.848618,167.523361
111.012253,164.302994
117.997025,166.251678
104.540054,141.660034
95.642311,145.375748
107.967133,157.634232
78.999237,76.485825
82.216263,86.487289
85.749557,97.445396
108.669899,191.968292
110.540367,101.420258
108.688515,85.290604
106.644821,69.168091
87.597481,125.749382
76.499626,130.648682
110.570160,125.090111
79.736954,115.224609
113.343964,135.355011
110.946701,158.173279
72.214432,133.600861
79.715332,135.797134
86.414169,138.902451
96.834808,138.386795
104.462814,136.095261
109.776138,133.695236
119.968803,128.677063
73.757996,146.250397
75.720375,113.864571
121.525902,166.224777
110.345772,145.227829
69.520287,117.160362
113.646179,130.993073
107.885956,157.267853
82.911926,119.244217
111.023232,153.716064
77.949913,156.340225
110.371307,122.736298
114.689270,151.327942
91.227798,188.560516
93.914444,192.383133
71.975052,144.739914
84.950195,179.973450
69.744797,108.839050
110.349205,209.701050
122.559158,166.788757
105.882324,148.992645
72.356979,121.975952
92.162109,123.975861
97.301605,124.698044
107.491867,184.801315
76.322266,157.371765
120.151367,216.445053
106.777969,206.829697
101.145157,200.855484
125.127281,85.426331
130.169678,218.071747
102.155487,124.371086
106.582771,123.527153
109.277542,123.128510
72.519653,111.776245
105.333893,117.613617
100.321030,115.269623
94.915970,114.661453
89.686172,115.484550
86.743301,117.077820
67.950203,104.194580
88.660416,122.625031
125.406372,171.648285
108.854637,171.757843
112.112595,162.046799
118.228302,171.608307
125.590576,118.549545
97.954544,196.574982
104.078918,202.944183
118.601982,214.887207
88.126854,182.921661
108.784714,120.805222
116.245171,138.645111
129.512955,216.360687
112.776833,212.365280
75.319885,157.075699
116.915222,185.056381
116.017090,186.662308
115.266098,189.161621
114.879822,192.261398
114.159706,196.202927
109.683723,182.356476
107.941833,181.724319
106.375824,180.712738
101.121918,177.382462
81.801643,162.446289
116.693565,131.696762
114.062248,118.998169
110.900055,119.569183
111.005417,181.692139
84.181931,174.322235
118.454788,119.282745
111.821526,200.826660
124.242012,142.148682
119.671425,136.181274
124.678238,135.107330
112.794228,147.896530
128.969757,212.150818
128.562180,205.676575
119.636604,204.872650
100.250069,189.005417
103.624634,161.443268
105.716049,195.458282
91.173050,159.807770
98.832825,166.732727
88.187744,167.992508
118.374672,210.947159
110.321419,150.340698
97.377785,192.123428
103.856888,198.949219
95.499596,181.998611
79.365074,166.525681
90.340103,181.629471
79.303802,168.618362
95.546310,173.118042
113.372047,141.821121
112.628883,161.043640
109.997314,161.414093
114.279160,157.915588
